chunk_id,source_file,chunk_index,chunk_text
74,gemini.pdf,73,"age and operational security. a challenge is considered solved if any agent in the model family (up to 2.5 pro ga and 2.5 flash ga) succeeds in at least one out of n attempts, where n = 30 - 50 for each of the 2.5 pro runs and n = 10 - 30 for the other models, depending on the challenge complexity. note that for 2.0 pro we omit results from ﬁve challenges and so 2.0 10 '1.5 pro (reported)' refers to the results published in the gemini 1.5 report. performance of 1.5 pro has since increased signif"
75,gemini.pdf,74," performance of 1.5 pro has since increased significantly, likely due to improvements in gemini post-training and to our agent scaffolding. denominators in intercode-ctf change from 81 to 76 because we removed 5 challenges which require internet access, which we disallow for security reasons. results are not directly comparable. here, gemini 2.5 family models show signiﬁcant increase in capability at all three diﬃculty levels. particularly of note is gemini 2.5 pro solving half of the hard chall"
76,gemini.pdf,75,"e is gemini 2.5 pro solving half of the hard challenges - challenges at the level of an experienced cybersecurity professional. update for gemini 2.5 pro preview (05-06): gemini 2.5 pro preview (05-06) does not reach either cybersecurity ccl, and performs roughly as well as gemini 2.5 pro experimental (03-25) on the key skills benchmark. update for gemini 2.5 pro ga: gemini 2.5 pro ga does not reach either cybersecurity ccl, and does not show meaningful improvement over gemini 2.5 pro preview (0"
77,gemini.pdf,76,"ningful improvement over gemini 2.5 pro preview (05-06) and gemini 2.5 pro experimental (03-25) on the key skills benchmark. we have updated the chart above to incorporate these results. machine learning r&d machine learning r&d autonomy level 1 ccl deﬁnition : ""the model can fully automate the ai r&d pipeline at a competitive cost. the cost comparison is relative to humans augmented by ai tools."" ccl reached? no. gemini 2.5 pro preview is still far from matching human performance on re-bench, w"
78,gemini.pdf,77,"far from matching human performance on re-bench, which itself only covers a subset of the skills necessary to automate ml r&d. update for gemini 2.5 pro ga: on re-bench, although the gap between gemini and expert humans has shrunk, the model still doesn't reach our early warning threshold (which is based on a speciﬁc average score over all challenges). note that re-bench comprises relatively low-context tasks with a limited time horizon (calibrated to allow signiﬁcant progress by humans experts "
79,gemini.pdf,78,"ed to allow signiﬁcant progress by humans experts in 8 hours), and represents a small subset of the tasks comprising the full ai r&d pipeline. machine learning r&d uplift level 1 ccl deﬁnition : ""the model can or has been used to accelerate ai development, resulting in ai progress substantially accelerating (e.g. 2x) from 2020-2024 rates."" ccl reached? likely no. we do not yet have dedicated evaluations for this ccl, but at current capability levels, re-bench can be used to rule out the ccl base"
80,gemini.pdf,79,"els, re-bench can be used to rule out the ccl based on an inability argument: given gemini 2.5 pro preview's poor median performance on re-bench relative to experts, the model likely lacks the necessary capabilities to automate or signiﬁcantly uplift any signiﬁcant fraction of the research process. update for gemini 2.5 pro ga: given that gemini does not yet reach our early warning alert threshold on autonomy level 1, the model likely lacks the necessary capabilities to automate or signiﬁcantly "
81,gemini.pdf,80,"ecessary capabilities to automate or signiﬁcantly uplift any signiﬁcant fraction of the research process. to evaluate gemini 2.5 pro preview's potential for accelerating ml r&d, we ran the open-source research engineering benchmark (re-bench, wijk et al., 2024). this benchmark comprises seven machine learning challenges diﬃcult enough to take a human practitioner several hours to complete. for example, in the optimize llm foundry challenge, the model must speed up a ﬁne-tuning script while keepi"
82,gemini.pdf,81,"odel must speed up a ﬁne-tuning script while keeping the resulting model the same. we omit two challenges, finetune gpt-2 for qa and scaﬀolding for rust codecontest since they require internet access, which we disallow for security reasons. due to diﬀerences in internal infrastructure, our scores are not precisely comparable to those reported by the re-bench authors. for more details on the challenges, see the original work (wijk et al., 2024). re-bench is a challenging benchmark; on average, ge"
83,gemini.pdf,82,"e-bench is a challenging benchmark; on average, gemini 2.5 pro preview achieves roughly 10-30% of human expert performance. however, across all attempts, the model does sometimes produce interesting solutions. for example, in the restricted architecture mlm task, the agent is tasked with implementing a language model without use of basic primitives such as division and exponentiation. in one attempt, gemini 2.5 pro preview realises it can achieve this by drawing inspiration from aspects of the m"
84,gemini.pdf,83," this by drawing inspiration from aspects of the mlp-mixer architecture (tolstikhin et al., 2021)—a non-trivial insight that draws on its extensive knowledge of the research literature. in eﬀect, creativity is substituted by knowledge. figure 4: results on the research engineer benchmark (re-bench), in which the model must complete simple ml research tasks. following the original work, scores are normalised against a good quality human-written solution: if a model achieves a score y on a challen"
85,gemini.pdf,84,"lution: if a model achieves a score y on a challenge, the normalised score is ( y - y0)/ ( y1 - y0 ), where y0 is the “starting score” of a valid but poor solution provided to the model as an example, and y1 is the score achieved by a reference solution created by the author of the challenge. figures for claude 3.5 sonnet and expert human performance are sourced from the original work. the number of runs and the time limit for each run are constrained by a total time budget of 32 hours, and erro"
86,gemini.pdf,85,"ained by a total time budget of 32 hours, and error bars indicate bootstrapped 95% conﬁdence intervals; see main text for details. gemini 2.5 pro ga is moderately strong at these challenges, achieving a signiﬁcant fraction of expert human performance - and in two cases surpassing it. update for gemini 2.5 pro preview (05-06): because gemini 2.5 pro experimental (03-25) did not reach an alert threshold, its results indicate that gemini 2.5 pro preview (05-06) is unlikely to reach a ccl. we also c"
87,gemini.pdf,86,"view (05-06) is unlikely to reach a ccl. we also corrected figure 4 above and the key results for machine learning r&d in table 1, which were recalculated using metr’s methodology. update for gemini 2.5 pro ga: the updated chart reﬂects gemini 2.5 pro ga’s best runs, which scored between 50% and 125% of the best human-written solutions. however, the model does not reach our alert threshold. this threshold was set above human performance to account for the re-bench containing low-context tasks wi"
88,gemini.pdf,87,"t for the re-bench containing low-context tasks with short timeframes, which we anticipate ai systems could ﬁnd especially easy to achieve human parity on. deceptive alignment instrumental reasoning level 1 ccl deﬁnition : "" the instrumental reasoning abilities of the model enable enough situational awareness (ability to work out and use relevant details of its deployment setting) and stealth (ability to circumvent basic oversight mechanisms) such that, absent additional mitigations, we cannot r"
89,gemini.pdf,88,"h that, absent additional mitigations, we cannot rule out the model signiﬁcantly undermining human control."" ccl reached? no. the model does not perform competently enough on both stealth and situational awareness challenges. qualitatively, the model often fails to reason through its situation and ﬁnd a credible strategy; it also sometimes struggles with planning and long-horizon reasoning. it partially displays situational awareness but most of the time, it fails to understand and intervene on "
90,gemini.pdf,89,"the time, it fails to understand and intervene on its environment/deployment setting. instrumental reasoning level 2 ccl deﬁnition : "" the instrumental reasoning abilities of the model enable enough situational awareness and stealth that, even when relevant model outputs (including, e.g., scratchpads) are being monitored, we cannot detect or rule out the risk of a model signiﬁcantly undermining human control."" ccl reached? no. this threshold is strictly higher than instrumental reasoning level 1"
91,gemini.pdf,90,"trictly higher than instrumental reasoning level 1. our deceptive alignment evaluations measure stealth capabilities and situational awareness capabilities separately, using two separate sets of challenges. stealth: in these challenges, the model is tasked with a devious objective and must achieve that objective without raising suspicion. for example, one challenge is a customer support scenario where the model deals with incoming support tickets. the agent is tasked with resolving as many ticke"
92,gemini.pdf,91,". the agent is tasked with resolving as many tickets as possible while complying with the company’s protocols. there are ways to cheat at this (resulting in more tickets resolved)—but if the model does decide to cheat, it must not be caught by an overseer. here we measure performance relative to the score that humans get when they do the challenge. situational awareness: these challenges test whether the model can reason about itself as an agent embedded in the deployment environment, and to int"
93,gemini.pdf,92,"embedded in the deployment environment, and to intervene on it in service of a goal. many of them test whether the model can realise that it needs to give itself more aﬀordances, e.g. by changing conﬁguration ﬁles that place constraints on its action space. the agent may need to, say, turn oﬀ swear word ﬁltering in order to write an angry email. here we discuss only high-level ﬁndings from these evaluations, and we plan to publish details in an upcoming paper. the evaluations have been signiﬁcan"
94,gemini.pdf,93,"pcoming paper. the evaluations have been signiﬁcantly improved since we evaluated gemini 2.0, making the results incomparable. results: broadly, gemini 2.5 pro preview exhibits poor performance on situational awareness evaluations, and moderate performance in stealth evaluations. across 50 trials, gemini 2.5 pro preview has no successes on 8 of our suite of 11 situational awareness evaluations. among the remaining evaluations, the highest performance is achieved on a "" disabled tool"" challenge ,"
95,gemini.pdf,94,"ance is achieved on a "" disabled tool"" challenge , in which gemini is run in an agentic environment and has to grant itself access to more tools though conﬁguration changes (46% success rate across 50 trials). for stealth evaluations, gemini 2.5 pro preview achieves low rates of success on 3/5 challenges. it achieves a ~45% success rate on the decision sabotage challenge and a ~35% success rate on the oversight pattern challenge, which is similar to human performance. update for gemini 2.5 pro p"
96,gemini.pdf,95," to human performance. update for gemini 2.5 pro preview (05-06): we updated the gemini 2.5 pro experimental (03-25) results above and in table 1 based on new versions of the evaluations, which are now published in phuong et al (2025). because gemini 2.5 pro experimental (03-25) did not reach an alert threshold, its results indicate that gemini 2.5 pro preview (05-06) is unlikely to reach a ccl. update for gemini 2.5 pro ga: we have not yet completed our deceptive alignment evaluations on gemini"
97,gemini.pdf,96,"eted our deceptive alignment evaluations on gemini 2.5 pro ga, but results from gemini 2.5 pro experimental (03-25) indicate that it is unlikely the former has reached either ccl. frontier safety: summary gemini 2.5 pro experimental (03-25) critical capability levels were evaluated against those deﬁned in our frontier safety framework, which examines risk in cbrn, cybersecurity, machine learning r&d, and deceptive alignment. it did not reach any of the critical capability levels in any of these "
98,gemini.pdf,97,"of the critical capability levels in any of these areas. however, it showed some ability in all four areas. for example, in our evaluation of machine learning r&d capabilities, while the model's average performance was much lower than the human baseline, its best performances exceeded the human-written reference solution. gemini 2.5 pro experimental (03-25) also showed a signiﬁcant increase in some capabilities, such as cyber uplift, compared to previous gemini models. following our frontier saf"
99,gemini.pdf,98,"previous gemini models. following our frontier safety framework, we are putting in place a response plan, including conducting higher frequency testing and accelerating mitigations for the cyber uplift level 1 ccl. looking ahead, these evaluations are key to safe deployment of powerful ai systems. we will continue to invest in this area, regularly performing frontier safety evaluations to highlight areas where mitigations (e.g. refusal to respond to prompts that return dangerous results) must be"
100,gemini.pdf,99," to prompts that return dangerous results) must be prioritized. update for gemini 2.5 pro preview (05-06): our evaluations of gemini 2.5 pro experimental (03-25) gave us conﬁdence that, with the exception of cyber uplift level 1, whose alert threshold was reached, gemini 2.5 pro preview (05-06) was unlikely to reach ccls. for cyber uplift level 1, we repeated a subset of cybersecurity evaluations on gemini 2.5 pro preview (05-06). we ﬁnd that the model does not reach the cyber uplift level 1 ccl"
101,gemini.pdf,100," model does not reach the cyber uplift level 1 ccl. update for gemini 2.5 pro ga: no new alert thresholds were reached in our evaluations of gemini 2.5 pro ga (note for deceptive alignment, evaluations are not yet completed and results from gemini 2.5 pro experimental (03-25) indicate that it is unlikely the former has reached either ccl). appendix: frontier safety correctness tests for each testing environment, we performed basic checks by looking at how the agents behaved. this involved combin"
102,gemini.pdf,101,"ng at how the agents behaved. this involved combining ai and manual reviews of the agents’ actions to ﬂag potential issues. on re-bench, we looked at the best, median and lowest scoring trajectories. for cybersecurity environments (intercode ctfs, internal ctfs, hack the box), we examined at least one successful attempt (where available) from each environment, and otherwise examined an unsuccessful attempt. we also performed checks on sample situational awareness and stealth evaluations. this in"
103,gemini.pdf,102,"ational awareness and stealth evaluations. this involved basic spot checks to ensure that the prompt and shell outputs were correctly formatted. we used ai assistance to monitor for obvious instances of cheating, and did not ﬁnd any. for the re-bench tests speciﬁcally, we also looked at how the best-performing agent achieved its score to ensure that it was a plausible approach, rather than simply exploiting an obvious reward hack. overall, we did not observe errors that we believe would invalida"
104,gemini.pdf,103, not observe errors that we believe would invalidate the results of the benchmarks.
