"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Simple Family Members,Simple Family Member Jurisdictions,Extended Family Size,Extended Family Members,Extended Family Member Jurisdictions,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
56,US,B2,US 10516193 B2,102-060-304-506-004,2019-12-24,2019,US 201715784471 A,2017-10-16,US 201715784471 A,2017-10-16,Battery thermal fin and method of thermal energy transfer using a thermal fin,"An exemplary battery assembly includes, among other things, a frame, and a thermal fin extending through an aperture in the frame. The thermal fin is configured to transfer thermal energy between a battery cell and a thermal exchange plate. An exemplary method of thermal energy transfer within a battery pack includes, among other things, transferring thermal energy between at least one battery cell and a thermal exchange plate using a thermal fin that extends through an aperture in a frame.",FORD GLOBAL TECH LLC,MARJANOVIC MLADEN;;SUBRAMANIAN RAJARAM;;KING KIMBERLEY;;PARAMASIVAM SARAVANAN;;YOO ERIC,FORD GLOBAL TECHNOLOGIES LLC (2017-10-13),https://lens.org/102-060-304-506-004,Granted Patent,yes,8,0,5,101-985-224-410-916;;102-060-304-506-004;;152-005-174-611-835;;006-810-962-012-700;;130-621-617-545-015,US;;DE;;CN,5,101-985-224-410-916;;102-060-304-506-004;;006-810-962-012-700;;130-621-617-545-015;;152-005-174-611-835,US;;DE;;CN,0,H01M10/613;;H01M10/625;;H01M10/653;;H01M10/6551;;H01M10/6554;;H01M2220/20;;H01M50/227;;H01M50/204;;H01M10/647;;H01M10/6554;;H01M10/613;;H01M10/625;;H01M2220/20;;Y02E60/10;;H01M50/204;;H01M50/227;;H01M10/647;;H01M10/6554;;H01M50/204;;H01M50/227;;H01M10/613;;H01M10/625;;H01M10/65;;H01M2220/20,H01M10/65;;H01M10/613;;H01M10/625;;H01M50/204;;H01M50/227,,0,0,,,,INACTIVE
57,US,B2,US 11904728 B2,166-771-559-873-589,2024-02-20,2024,US 202117458640 A,2021-08-27,CN 201910152153 A;;CN 2020075861 W,2019-02-28,Thermal management system for battery pack and thermal management system for electric vehicle,"This application discloses a thermal management system for a battery pack and a thermal management system for an electric vehicle. the thermal management system for the battery pack includes: a thermal management device for the battery pack, a processor, and a solenoid valve network connected to the thermal management device for the battery pack. An external port of the solenoid valve network is connected to an external cooling system. The processor is configured to control operating status of a solenoid valve in the solenoid valve network, so that the thermal management device for the battery pack heats the battery pack by using heat generated by the external cooling system.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LI YANRU;;WU XINGYUAN;;LI GUOWEI;;ZHANG WEI;;DAN ZHIMIN;;ZUO XIYANG,CONTEMPORARY AMPEREX TECHNOLOGY (HONG KONG) LIMITED (2024-08-06),https://lens.org/166-771-559-873-589,Granted Patent,yes,24,0,8,119-341-498-279-505;;057-695-539-237-522;;099-954-075-411-648;;190-288-451-671-707;;007-599-902-013-678;;179-348-356-923-463;;035-963-493-276-330;;166-771-559-873-589,US;;EP;;CN;;WO,8,119-341-498-279-505;;099-954-075-411-648;;057-695-539-237-522;;190-288-451-671-707;;007-599-902-013-678;;179-348-356-923-463;;035-963-493-276-330;;166-771-559-873-589,US;;EP;;CN;;WO,0,H01M10/613;;H01M10/615;;H01M10/625;;H01M10/635;;H01M10/6554;;H01M10/6567;;H01M10/66;;H01M10/663;;B60H1/00278;;B60K1/00;;H01M2220/20;;B60H2001/00307;;B60K2001/006;;B60L58/26;;B60L58/27;;H01M10/613;;H01M10/615;;H01M10/625;;H01M10/635;;H01M10/663;;Y02E60/10;;Y02T10/70;;B60H1/00278;;B60K1/04;;B60H1/00392;;B60H2001/00307;;H01M10/6568;;H01M10/667;;B60K2001/005;;H01M2220/20;;B60L2240/545;;B60L2240/425;;B60L2240/36;;B60L2240/34;;Y02T10/64;;H01M10/6563;;H01M10/6568;;B60L58/26;;B60H1/00392;;B60H1/00485,H01M10/6568;;B60H1/00;;B60L58/26;;H01M10/6563,,5,0,,,"Communication pursuant to Article 94(3) EPC for European Application No. 20762930.4, dated Oct. 27, 2022, 3 pages.;;Extended European search report for EP Application No. 20762930.4, dated Mar. 14, 2022, 10 pages.;;International search report for PCT Application No. PCT/CN2020/075861, dated May 19, 2020, 8 pages.;;First Office Action for China Application No. 201910152153.0, dated Jan. 19, 2021, 7 pages.;;Notification Grant Action for China Application No. 201910152153.0, dated May 8, 2021, 6 pages.",ACTIVE
58,US,B2,US 12394832 B2,170-275-736-375-444,2025-08-19,2025,US 202318446550 A,2023-08-09,CN 2021126254 W,2021-10-26,Thermal management method and thermal management system,"Embodiments of this application provide a thermal management method and a thermal management system. The thermal management method is applied to a thermal management system including a heating apparatus, a battery pack, and a pipeline subsystem. The pipeline subsystem is in thermal contact with the heating apparatus and the battery pack. The thermal management method includes: measuring temperature of the heating apparatus and battery pack temperature of the battery pack under the condition that the heating apparatus is in operating state; and transferring heat from the heating apparatus to the battery pack via the pipeline subsystem under the condition that the temperature of the heating apparatus is higher than the battery pack temperature. According to the embodiments of this application, the thermal management efficiency can be improved and the thermal management costs can be reduced.",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD,ZHAO YUANMIAO;;HUANG XIAOJIAN;;LI ZHANLIANG;;DAN ZHIMIN,CONTEMPORARY AMPEREX TECHNOLOGY (HONG KONG) LIMITED (2024-08-06);;CONTEMPORARY AMPEREX TECHNOLOGY CO. LIMITED (2022-02-16),https://lens.org/170-275-736-375-444,Granted Patent,yes,20,0,11,170-275-736-375-444;;195-028-089-762-366;;121-193-986-482-246;;119-898-076-189-209;;156-653-048-522-242;;169-853-676-394-737;;188-828-293-252-680;;100-921-007-382-294;;020-176-890-050-039;;014-188-089-919-473;;047-075-592-847-506,US;;EP;;JP;;KR;;CN;;WO,11,170-275-736-375-444;;195-028-089-762-366;;119-898-076-189-209;;121-193-986-482-246;;156-653-048-522-242;;169-853-676-394-737;;188-828-293-252-680;;100-921-007-382-294;;020-176-890-050-039;;014-188-089-919-473;;047-075-592-847-506,US;;EP;;JP;;KR;;CN;;WO,0,Y02E60/10;;B60L58/27;;H01M10/615;;H01M10/625;;H01M10/66;;B60L2240/36;;B60L2240/545;;H01M2220/20;;H01M10/633;;H01M10/6568;;H01M10/663;;B60L58/24;;H01M10/66;;H01M10/625;;H01M10/615;;B60L2240/36;;B60L2240/545;;H01M2220/20;;B60Y2200/91;;B60Y2400/112;;Y02E60/10;;Y02T10/70;;H01M10/613;;H01M10/615;;H01M10/633;;H01M10/6552;;H01M10/6568;;H01M10/657,H01M10/633;;H01M10/613;;H01M10/615;;H01M10/6552;;H01M10/6568;;H01M10/657,,6,0,,,"Extended European Search Report for EP application No. 21961677.8, dated Dec. 17, 2024.;;First Office Action of CN application No. 202180038532.2, dated Apr. 13, 2024.;;International Search Report for International Application PCT/CN2021/126254, mailed Jul. 6, 2022.;;Notice of Reasons for Refusal, JP application No. 2023-541944, dated Jul. 29, 2024.;;Notification to Grant Patent Right for Invention, CN application No. 202180038532.2, dated Aug. 5, 2024.;;Office action from corresponding South Korean Patent Application No. 10-2023-7022994 dated Mar. 4, 2025, and its English translation.",ACTIVE
59,US,B1,US 11936015 B1,016-445-501-691-288,2024-03-19,2024,US 202318223578 A,2023-07-19,US 202318223578 A,2023-07-19,Battery event monitoring system for thermal managed battery,"The present invention provides a system and method for determining when a battery, or one or more batteries within a battery pack, undergoes an undesired thermal event such as thermal runaway. A sensor pack is mounted in close proximity to, or in contact with, an external surface of the battery or batteries to be monitored and communicates battery information, including battery compartment information, to a battery package monitor outside the battery compartment. Cloud connectivity can be provided via a mobile application to a battery thermal management package.",GLOBAL BATTERY SOLUTIONS LLC,BAARMAN DAVID W,ATC HOLLAND LLC (2023-07-12),https://lens.org/016-445-501-691-288,Granted Patent,yes,7,3,2,099-648-721-011-089;;016-445-501-691-288,US,2,099-648-721-011-089;;016-445-501-691-288,US,0,H01M10/486;;H01M10/30;;H01M50/367;;H01M10/0525;;H01M10/482;;H01M10/345;;H01M50/383;;H01M10/625;;H01M10/48;;H01M50/249;;H01M10/613;;H01M10/488;;H01M10/425;;G01M3/226;;G01M3/3272;;G01M3/002;;G01K13/00;;H01M10/482;;H01M10/486;;H01M50/383;;H01M50/367;;G01M3/02;;G07C5/008;;H01M2220/20;;H01M10/0525;;H01M10/30;;H01M10/345;;G01K1/14,H01M10/48;;G01K1/14;;G01M3/02;;G07C5/00;;H01M10/0525;;H01M10/30;;H01M10/34;;H01M50/367;;H01M50/383,,0,0,,,,ACTIVE
60,US,B2,US 9190643 B2,158-220-805-784-776,2015-11-17,2015,US 201313931600 A,2013-06-28,KR 20130012936 A,2013-02-05,Battery pack,"Provided is a battery pack. The battery pack includes; a first battery cell and a second battery cell; a protection circuit module (PCM) that is located between the first and second battery cells and is electrically connected to the first and second battery cells; a thermal sensor that is electrically connected to the PCM and measures a temperature of the first battery cell; and a frame that accommodates the first battery cell, the second battery cell, and the PCM, wherein the frame includes a seating unit on which the PCM is seated, and the seating unit comprises a hole for inserting the thermal sensor to fix a position of the thermal sensor. Accordingly, damage to the thermal sensor is prevented and reliability of the thermal sensor is increased.",SAMSUNG SDI CO LTD,LEE WON-IL,SAMSUNG SDI CO. LTD (2013-06-24),https://lens.org/158-220-805-784-776,Granted Patent,yes,13,4,6,132-372-119-641-221;;008-961-650-165-696;;114-861-331-681-145;;158-220-805-784-776;;161-530-167-258-772;;139-465-358-599-654,US;;KR;;CN,6,008-961-650-165-696;;158-220-805-784-776;;114-861-331-681-145;;132-372-119-641-221;;161-530-167-258-772;;139-465-358-599-654,US;;KR;;CN,0,H01M10/425;;H01M10/486;;H01M2200/10;;H01M50/211;;H01M50/569;;H01M10/425;;H01M10/486;;H01M2200/10;;Y02E60/10;;H01M50/581;;H01M50/569;;H01M50/211;;H01M50/50;;H01M50/569;;H01M50/581;;H01M50/211;;H01M10/425;;H01M10/486;;H01M2200/10;;Y02E60/10;;H01M10/425;;H01M10/486;;H01M2200/10;;H01M50/581;;H01M50/569;;H01M50/211,H01M10/42;;H01M10/48;;H01M50/211;;H01M50/569,,0,0,,,,ACTIVE
61,US,B2,US 12095049 B2,157-265-880-338-699,2024-09-17,2024,US 202318452578 A,2023-08-21,CN 202111436998 A;;CN 2022080645 W,2021-11-29,Thermal runaway trigger method,"A thermal runaway trigger method relates to the technical field of batteries. The thermal runaway trigger method includes: providing a battery cell and a heating member arranged in the battery cell; and heating the inside of the battery cell by the heating member, so as to cause a thermal runaway of the battery cell. The heating member is arranged inside the battery cell, and the heating member heats the inside of the battery cell to cause the thermal runaway of the battery cell, so that the inside of the battery cell can be heated to cause the thermal runaway of the battery cell in a relatively short time. Due to the reduced internal space of the battery cell, the range of diffusion of the heating member inside the battery cell is small, and the heat loss of the heating member is relatively small.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,PU YUJIE;;LI YAO;;ZHANG YUFENG;;KE JIANHUANG;;CHEN XIAOBO,CONTEMPORARY AMPEREX TECHNOLOGY (HONG KONG) LIMITED (2024-08-06);;CONTEMPORARY AMPEREX TECHNOLOGY CO. LIMITED (2022-05-30),https://lens.org/157-265-880-338-699,Granted Patent,yes,21,0,12,187-616-989-223-174;;014-461-180-091-536;;140-956-248-497-245;;109-523-902-174-399;;140-504-279-296-983;;076-313-903-696-411;;178-781-627-914-202;;037-866-695-069-944;;128-239-245-603-43X;;114-060-984-473-706;;157-265-880-338-699;;179-607-306-065-070,US;;EP;;MX;;JP;;KR;;CN;;WO,12,014-461-180-091-536;;157-265-880-338-699;;140-956-248-497-245;;109-523-902-174-399;;140-504-279-296-983;;076-313-903-696-411;;178-781-627-914-202;;037-866-695-069-944;;128-239-245-603-43X;;179-607-306-065-070;;187-616-989-223-174;;114-060-984-473-706,US;;EP;;MX;;JP;;KR;;CN;;WO,0,G01N25/00;;G01R31/385;;Y02E60/10;;G01R31/385;;G01N25/20;;H01M10/615;;G01R31/2849;;G01R31/2848;;H01M50/581;;H01M10/4235;;H01M2200/10;;H01M10/052;;H01M10/615;;G01N25/20;;Y02E60/10;;H01M10/4285;;H01M10/052;;G01R31/2849;;G01N25/20;;H01M10/4235;;H01M50/581;;G01R31/385;;Y02E60/10;;H01M2200/10;;H01M10/615;;G01R31/2848,H01M10/42;;G01N25/20;;G01R31/28;;G01R31/385;;H01M10/052;;H01M10/615;;H01M50/581,,5,0,,,"International Search Report received in the corresponding International Application PCT/CN2022/080645, mailed Aug. 26, 2022.;;Written Opinion received in the corresponding International Application PCT/CN2022/080645, mailed Aug. 26, 2022.;;First office action received in the corresponding Chinese Application 202111436998.6, mailed Apr. 28, 2023.;;The extended European search report received in the corresponding European Application 22871111.5, mailed Mar. 1, 2024.;;Notice of Reasons for Refusal received in the counterpart Japanese application 2023-529095, mailed on Jun. 3, 2024.",ACTIVE
62,US,B2,US 9923251 B2,139-008-147-714-647,2018-03-20,2018,US 201615040204 A,2016-02-10,US 201615040204 A,2016-02-10,EV battery pack cooling system,A battery pack thermal management assembly is provided for use with an electric vehicle in which the battery pack is sealed and mounted under the car. The batteries contained within the battery pack are thermally coupled via a layer of thermally conductive material to the interior surface of the pack's upper enclosure panel. A shaped conduit panel is attached to the exterior surface of the pack's upper enclosure panel. A cooling panel structure containing a coolant channel is defined by the enclosure panel's exterior surface and the conduit panel's interior surface.,ATIEVA INC,RAWLINSON PETER DORE;;WYNN NATHANIEL;;D'ATRI JOHN LOUIS,ATIEVA INC (2016-02-08),https://lens.org/139-008-147-714-647,Granted Patent,yes,4,4,2,059-466-783-042-229;;139-008-147-714-647,US,6,032-830-403-636-024;;059-466-783-042-229;;186-715-605-203-586;;169-675-669-744-840;;067-240-714-186-040;;139-008-147-714-647,US,0,H01M10/653;;B60H1/00278;;B60H2001/00307;;B60L58/26;;H01M10/613;;H01M10/625;;H01M10/643;;H01M10/6556;;H01M10/6568;;H01M10/663;;H01M50/204;;H01M50/276;;H01M2220/20;;Y02E60/10;;Y02T10/70;;H01M10/653;;B60H1/00278;;B60H2001/00307;;B60L58/26;;H01M10/613;;H01M10/625;;H01M10/643;;H01M10/6556;;H01M10/6568;;H01M10/663;;H01M50/204;;H01M50/276;;H01M2220/20,H01M10/653;;B60H1/00;;B60L11/18;;H01M10/643;;H01M10/6568;;H01M10/663;;H01M50/204;;H01M50/276,,0,0,,,,ACTIVE
63,US,B2,US 9461491 B2,109-838-365-470-251,2016-10-04,2016,US 201414320687 A,2014-07-01,US 201414320687 A,2014-07-01,Devices and methods for managing charging of rechargeable batteries,"A battery charger, which can be configured as a charger or docking station (300), includes one or more control circuits (105). A charging circuit (302) can charge one or more rechargeable batteries (118). A thermal management device (305) can alter a thermal condition of the one or more rechargeable batteries. The one or more control circuits can receive, with a communication circuit (309) an indication of a thermal state of an electronic device (100). The one or more control circuits can cause the thermal management device to alter the thermal condition of the one or more rechargeable batteries such that when the one or more rechargeable batteries are coupled to the electronic device, a thermal mass defined by the electronic device and the one or more rechargeable batteries transitions from the thermal state toward a predefined thermal mass temperature.",GOOGLE TECHNOLOGY HOLDINGS LLC,WINKLER DAVID A,MOTOROLA MOBILITY LLC (2014-07-01);;GOOGLE TECHNOLOGY HOLDINGS LLC (2014-10-28),https://lens.org/109-838-365-470-251,Granted Patent,yes,8,3,2,092-021-277-870-587;;109-838-365-470-251,US,2,092-021-277-870-587;;109-838-365-470-251,US,0,H02J7/00036;;H02J7/00047;;H02J7/0048;;H02J7/007194;;H02J7/00036;;H02J7/00047;;H02J7/0048;;H02J7/007194,H02J7/04;;H02J7/00,,0,0,,,,ACTIVE
64,US,B2,US 11872423 B2,141-603-331-457-589,2024-01-16,2024,US 202217686806 A,2022-03-04,US 202217686806 A,2022-03-04,Battery thermal suppression systems,"Battery thermal suppression systems may be provided for battery arrays and/or traction battery packs. Exemplary thermal suppression systems may include one or more aerosol devices that are adapted to release aerosol particles that may be distributed over and/or around battery cells/battery arrays during battery thermal events, thereby mitigating thermal propagation. The aerosol devices may be active or passive devices and can be implanted at the battery array level, the traction battery pack level, or both.",FORD GLOBAL TECH LLC,BODDAKAYALA BHASKARA RAO;;MIELEWSKI DEBORAH FRANCES;;DENLINGER ADAM;;KIZILTAS ALPER;;ZHAO HAIBO,FORD GLOBAL TECHNOLOGIES LLC (2022-03-04),https://lens.org/141-603-331-457-589,Granted Patent,yes,10,0,4,048-464-529-390-174;;141-603-331-457-589;;063-853-248-256-983;;006-993-655-967-157,US;;DE;;CN,4,048-464-529-390-174;;141-603-331-457-589;;063-853-248-256-983;;006-993-655-967-157,US;;DE;;CN,0,H01M10/613;;H01M10/625;;H01M10/658;;H01M10/6595;;B60L50/66;;B60L58/10;;B60L3/0046;;H01M2220/20;;Y02E60/10;;A62C3/16;;A62C3/07;;H01M50/383;;H01M50/204;;H01M10/486;;H01M50/581;;H01M10/625;;H01M50/249;;H01M10/658;;H01M10/613;;H01M2200/10;;H01M2200/00;;H01M2220/20;;H01M50/24;;B60L3/0046;;B60L3/0007;;A62C3/07;;A62C3/16;;H01M10/625;;H01M2200/10;;H01M50/383;;H01M2220/20;;B60L3/0046,A62C3/07;;A62C3/16;;B60L3/00;;H01M10/625;;H01M50/383,,3,0,,,"Song, KR101940496 B1 Espacenet machine translation, 2019 (Year: 2019).;;Chen, CN-105617576-A Espacenet machine translation, 2019 (Year: 2016).;;Sun, CN-108923089-A Espacenet machine translation, 2019 (Year: 2018).",ACTIVE
65,US,B1,US 12136716 B1,018-861-450-059-412,2024-11-05,2024,US 202318450013 A,2023-08-15,US 202318450013 A;;US 202117177465 A,2021-02-17,Systems and methods for simulating operation of a battery pack,"A system for simulating operation of a battery pack comprising a plurality of battery modules includes an electrical model configured to simulate electrical behavior of a respective battery module and a thermal model configured to simulate thermal behavior of the respective battery module. The electrical model provides outputs coupled as inputs to the thermal model, and the thermal model provides outputs coupled as inputs to the electrical model. A coolant model is configured to couple with the thermal model, the coolant model to simulate cooling of the respective battery module based on a temperature and a heat transfer coefficient associated with the respective battery module.",ANSYS INC,HU XIAO;;CHAMPHEKAR OMKAR;;WAKALE ANIL;;ASGARI SAEED,ANSYS INC (2021-02-11),https://lens.org/018-861-450-059-412,Granted Patent,yes,1,0,2,027-571-237-808-323;;018-861-450-059-412,US,2,027-571-237-808-323;;018-861-450-059-412,US,0,H01M50/204;;H01M10/613;;H01M10/6554;;H01M10/613;;H01M10/6554;;H01M50/204,H01M10/613;;H01M10/6554;;H01M50/204,,0,0,,,,ACTIVE
66,US,B2,US 10581251 B2,118-562-521-651-655,2020-03-03,2020,US 201414574572 A,2014-12-18,US 201414574572 A,2014-12-18,Battery pack active thermal management system,A battery pack having an active thermal management system for use with a hybrid vehicle is provided. The active thermal management system is self-contained within a housing of the battery pack and includes a thermal channel configured to provide fluid communication between an interior of the housing and an exterior of the housing of the battery pack; a set of thermoelectric devices configured to transfer heat from battery cells of the battery pack to the thermal channel; an insulator arranged between the battery cells and the thermal channel; a device configured to control fluid flow via the thermal channel; and a controller configured to control the device to actively control heat transfer from the interior of the housing to the exterior of the housing of the battery pack to maintain the battery pack at a desired temperature.,GROSS OLIVER;;PANNUNZIO DAN;;CLARK STEVEN L;;CORTINA ROGER;;FCA US LLC,GROSS OLIVER;;PANNUNZIO DAN;;CLARK STEVEN L;;CORTINA ROGER,FCA US LLC (2015-06-08),https://lens.org/118-562-521-651-655,Granted Patent,yes,16,1,7,198-239-704-511-307;;124-877-008-682-163;;083-231-080-727-903;;198-882-486-554-415;;055-913-126-293-067;;118-562-521-651-655;;013-725-145-485-281,US;;EP;;CN;;WO,7,083-231-080-727-903;;124-877-008-682-163;;198-239-704-511-307;;198-882-486-554-415;;055-913-126-293-067;;118-562-521-651-655;;013-725-145-485-281,US;;EP;;CN;;WO,0,H01M10/625;;H01M10/6563;;H01M10/6567;;H01M10/6572;;H01M10/658;;H01M10/667;;H01M10/625;;H01M10/6563;;H01M10/6567;;H01M10/6572;;H01M10/658;;H01M10/667;;Y02E60/10;;H02J7/0013;;H01M10/625;;H01M10/6563;;H01M10/6567;;H01M10/6572;;H01M10/658;;H01M10/667,H02J7/00;;H01M10/625;;H01M10/6563;;H01M10/6567;;H01M10/6572;;H01M10/658;;H01M10/667,,1,0,,,"International Search Report and Written Opinion dated Mar. 17, 2016 for International Application No. PCT/US2015/065488, International Filing Date Dec. 14, 2015.",ACTIVE
67,US,B2,US 9553346 B2,098-205-214-835-949,2017-01-24,2017,US 201313763636 A,2013-02-09,US 201313763636 A,2013-02-09,Battery system with selective thermal management,"The present invention is directed to battery systems. In various embodiments, the present invention provides a battery system having a first battery group and a second battery group. The first battery group and the second battery group can share a single housing, or be positioned within separate housings. The first battery group and the second battery group can each have a plurality of cells configured in parallel, and the two groups can be electrically integrated. When operating at a low temperature, the first battery group is configured to provide electrical energy to a heating module that selectively heats up one or more segments of the second battery group. In addition, the first battery group also provides energy for initial operation of an electric vehicle or equipment. Once the selected segments of the battery group are heated up to an operating temperature, the selected segments supply electrical power to the vehicle or equipment and charge the first battery group. In addition, the selected segments of the second battery group provide electrical energy for heating other segments of the second battery group. There are other embodiments as well.",QUANTUMSCAPE CORP,HERMANN WESTON ARTHUR,QUANTUMSCAPE BATTERY INC (2013-05-23),https://lens.org/098-205-214-835-949,Granted Patent,yes,13,14,8,059-337-469-143-039;;146-696-299-011-524;;116-166-403-381-589;;058-722-733-225-530;;112-407-602-471-703;;083-413-054-780-513;;098-205-214-835-949;;065-678-259-107-278,US;;EP,19,181-221-360-102-346;;146-696-299-011-524;;098-205-214-835-949;;058-722-733-225-530;;109-762-758-449-260;;065-678-259-107-278;;059-337-469-143-039;;116-166-403-381-589;;145-821-630-177-051;;073-364-761-845-696;;180-210-007-339-350;;050-313-145-660-810;;157-842-521-999-927;;091-825-932-084-548;;112-407-602-471-703;;083-413-054-780-513;;062-529-263-343-435;;162-525-911-981-935;;176-132-851-680-946,US;;EP;;WO,0,H01M10/633;;H01M10/425;;H01M10/441;;H01M10/443;;H01M10/482;;H01M10/486;;H01M10/6561;;H01M10/6568;;H01M10/657;;H01M10/66;;H01M16/00;;H01M2010/4271;;H01M2220/20;;Y02E60/10;;H01M10/633;;H01M10/425;;H01M10/441;;H01M10/443;;H01M10/482;;H01M10/486;;H01M10/6561;;H01M10/6568;;H01M10/657;;H01M10/6571;;H01M10/66;;H01M16/00;;H01M2010/4271;;H01M2220/20,H01M10/633;;H01M10/42;;H01M10/44;;H01M10/48;;H01M10/6561;;H01M10/6568;;H01M10/657;;H01M10/66;;H01M16/00,,1,0,,,"European Search Report mailed Aug. 8, 2014 in EP 14154567, 9 pages.",ACTIVE
68,US,B2,US 11498451 B2,187-467-325-262-553,2022-11-15,2022,US 202217585581 A,2022-01-27,CN 201910716195 A;;CN 2020103845 W,2019-08-05,Thermal management method for battery pack,"The present application discloses a thermal management method for a battery pack. The method includes: under a condition that an electric vehicle is in a stationary state, obtaining a power-on time of the battery pack in the electric vehicle; under a condition of determining that the battery pack has a thermal management demand, determining a target temperature of the battery pack according to a connection state of a charging interface of the electric vehicle and a charging device; determining a thermal management starting time of the battery pack based on the target temperature of the battery pack and the power-on time; and under a condition that the thermal management starting time arrives, performing thermal management on the battery pack so that a temperature of the battery pack reaches the target temperature before the power-on time arrives.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,WU XINGYUAN;;LI YANRU;;SONG YURUI,CONTEMPORARY AMPEREX TECHNOLOGY (HONG KONG) LIMITED (2024-08-06),https://lens.org/187-467-325-262-553,Granted Patent,yes,26,1,9,016-750-719-237-951;;039-191-765-368-668;;076-783-243-608-071;;195-634-795-416-276;;187-467-325-262-553;;151-278-263-300-147;;194-045-033-351-048;;024-439-999-565-818;;062-591-166-964-034,US;;EP;;ES;;CN;;WO,9,016-750-719-237-951;;039-191-765-368-668;;076-783-243-608-071;;195-634-795-416-276;;187-467-325-262-553;;151-278-263-300-147;;194-045-033-351-048;;024-439-999-565-818;;062-591-166-964-034,US;;EP;;ES;;CN;;WO,0,B60L58/24;;B60L58/12;;B60L58/26;;B60L58/27;;B60L58/12;;B60L58/24;;B60L58/26;;B60L58/27;;B60L2260/56;;B60L2260/58;;Y02E60/10;;Y02T10/70;;B60L58/12;;B60L58/26;;B60L58/27;;G01R31/3648;;H01M10/625,B60L58/12;;B60L58/26;;B60L58/27;;G01R31/36;;H01M10/625,,5,0,,,"The extended European search report for EP Application No. 20850104.9, dated May 9, 2022, 9 pages.;;The First Office Action for China Application No. 201910716195.2, dated Oct. 19, 2021, 10 pages.;;The International search report for PCT Application No. PCT/CN2020/103845, dated Oct. 28, 2020, 11 pages.;;The Second Office Action for China Application No. 201910716195.2, dated Dec. 16, 2021, 8 pages.;;The First Office Action for EP Application No. 20850104.9, dated Sep. 28, 2022, 7 pages.",ACTIVE
